"sweep_param","sweep_value","xL","xk","xl","xU","gamma","converged","error_msg"
"u",0.01,-0.365648581405426,-0.256362690392024,-0.0250244179293151,1.18937611254003,0.1786988850838,TRUE,NA
"u",0.02,-0.342682031725054,-0.187546227987852,0.0884207164300914,1.20013729489149,0.207430974867646,TRUE,NA
"u",0.03,-0.322538088604932,-0.130904494079565,0.173985377774192,1.21193504993896,0.2390308186012,TRUE,NA
"u",0.04,-0.30457838190168,-0.0808924866445536,0.245854261374835,1.22446496213502,0.272767990722651,TRUE,NA
"u",0.05,-0.288462966756235,-0.0353241204221161,0.309189318899335,1.23754371175599,0.308210883190035,TRUE,NA
"u",0.06,-0.273969254826546,0.00693980161864644,0.366533401918749,1.25104262597856,0.345059152590266,TRUE,NA
"u",0.07,-0.2609319826517,0.0465871271859297,0.419353708207256,1.26486432298811,0.383085499570556,TRUE,NA
"u",0.08,-0.249217248034425,0.0840740797757394,0.468585724169967,1.27893193412279,0.422109236717849,TRUE,NA
"u",0.09,-0.238709632585354,0.119723999944517,0.514869077154992,1.29318326623444,0.461982288689032,TRUE,NA
"u",0.1,-0.229305362764012,0.153777776598948,0.558664523185639,1.30756726604148,0.502580949392335,TRUE,NA
"u",0.11,-0.220908615200722,0.186422039792325,0.600317774100534,1.3220416871616,0.543800616269901,TRUE,NA
"u",0.12,-0.213429588154097,0.217806016174482,0.640096889932689,1.33657144086678,0.585552189100289,TRUE,NA
"u",0.13,-0.206783598766249,0.248052141794569,0.678215428267277,1.35112736301647,0.627759456718857,TRUE,NA
"u",0.14,-0.200890767951561,0.277263025369682,0.714847421761165,1.36568525016811,0.670357100648004,TRUE,NA
"u",0.15,-0.195676016148681,0.305526174327107,0.750137424777542,1.38022508002902,0.713289103295523,TRUE,NA
"u",0.16,-0.191069190386872,0.3329172963026,0.784207460006518,1.39473036544079,0.75650743551478,TRUE,NA
"u",0.17,-0.187005208494276,0.359502665198666,0.817161948858576,1.40918761022579,0.799970948003711,TRUE,NA
"u",0.18,-0.183424153001967,0.385340857200707,0.849091292748282,1.42358584634657,0.843644419904269,TRUE,NA
"u",0.19,-0.180271281234142,0.410484053208633,0.880074529551931,1.43791623831991,0.887497734837628,TRUE,NA
"u",0.2,-0.177496941934499,0.434979037135366,0.910181342590737,1.45217174465694,0.931505164395963,TRUE,NA
"u",0.21,-0.175056404368129,0.458867977040079,0.939473607684883,1.46634682839136,0.975644744710185,TRUE,NA
"u",0.22,-0.172909614781203,0.482189048460575,0.968006604875616,1.4804372101727,1.01989773488368,TRUE,NA
"u",0.23,-0.171020899009114,0.504976941025179,0.99582998268296,1.49443965833409,1.06424814789779,TRUE,NA
"u",0.24,-0.169358630424813,0.527263277132041,1.02298853682565,1.50835181102154,1.10868234569928,TRUE,NA
"u",0.25,-0.167894880640475,0.549076963123557,1.04952284766989,1.52217202601754,1.1531886909452,TRUE,NA
"u",0.26,-0.16660506746805,0.570444487644558,1.075469808482,1.53589925437111,1.19775724850596,TRUE,NA
"u",0.27,-0.165467611362859,0.591390177900953,1.10086306803915,1.54953293438715,1.24237953041006,TRUE,NA
"u",0.28,-0.16446360840626,0.611936421764078,1.125733405128,1.5630729029399,1.28704827848995,TRUE,NA
"u",0.29,-0.16357652510053,0.632103861715217,1.1501090481555,1.57651932145933,1.33175727956392,TRUE,NA
"u",0.3,-0.162791917967611,0.651911565237291,1.17401594998404,1.58987261429407,1.37650120855554,TRUE,NA
"u",0.31,-0.162097179178094,0.671377175261796,1.19747802582855,1.6031334174766,1.42127549549747,TRUE,NA
"u",0.32,-0.161481308143655,0.690517043549438,1.22051736037155,1.6163025362049,1.46607621287977,TRUE,NA
"u",0.33,-0.160934708113665,0.709346349341169,1.24315438899272,1.62938090961026,1.51089998027562,TRUE,NA
"u",0.34,-0.160449006245389,0.727879205206698,1.26540805705568,1.64236958160316,1.55574388360512,TRUE,NA
"u",0.35,-0.160016895291749,0.746128751701899,1.28729596046208,1.65526967678185,1.6006054067788,TRUE,NA
"u",0.36,-0.159631994905373,0.764107242198532,1.30883447011398,1.66808238055256,1.64548237379746,TRUE,NA
"u",0.37,-0.159288730538836,0.78182611905125,1.33003884247732,1.68080892275052,1.69037289967667,TRUE,NA
"u",0.38,-0.158982227986294,0.79929608210525,1.35092331808272,1.6934505641691,1.73527534881548,TRUE,NA
"u",0.39,-0.158708221729396,0.81652715041437,1.37150120951259,1.70600858550345,1.7801882996445,TRUE,NA
"u",0.4,-0.158462975397082,0.833528717927525,1.39178498018991,1.71848427829873,1.82511051457169,TRUE,NA
