"sweep_param","sweep_value","xL","xk","xl","xU","gamma","converged","error_msg"
"r",0.05,-1.18088216169013,-0.605169089424477,0.00682982386708819,0.583209069580191,2.41948267979795,TRUE,NA
"r",0.1,-1.20121892307016,-0.625599317793585,-0.0110690234995474,0.578702665744569,2.49292690114214,TRUE,NA
"r",0.15,-1.22119587285537,-0.645537459998201,-0.0284777622875296,0.574687111828782,2.56631935987929,TRUE,NA
"r",0.2,-1.24082076725278,-0.664997910436988,-0.0454137044507165,0.571140201655215,2.63963617644604,TRUE,NA
"r",0.25,-1.26010181870941,-0.683995110050654,-0.0618940901939073,0.568040811955358,2.71285659351498,TRUE,NA
"r",0.3,-1.27904754826744,-0.702543418398211,-0.0779359499040969,0.565368877472218,2.78596263072913,TRUE,NA
"r",0.35,-1.29766665929848,-0.720657007518252,-0.0935559902783205,0.563105330382461,2.85893875865503,TRUE,NA
"r",0.4,-1.31596793162774,-0.738349776499425,-0.108770503461948,0.561232012343326,2.93177159707271,TRUE,NA
"r",0.45,-1.33396013469137,-0.755635285279501,-0.123595297556054,0.559731567618756,3.00444964094592,TRUE,NA
"r",0.5,-1.35165195809939,-0.772526705896372,-0.138045646517989,0.558587325526462,3.076963015834,TRUE,NA
"r",0.55,-1.36905195779761,-0.789036789221072,-0.152136257259547,0.557783179922461,3.14930326314954,TRUE,NA
"r",0.6,-1.38616851592618,-0.805177845102274,-0.165881251631171,0.557303472652279,3.22146315454505,TRUE,NA
"r",0.65,-1.40300981244995,-0.82096173383257,-0.179294160956431,0.557132886900899,3.29343653383089,TRUE,NA
"r",0.7,-1.41958380667487,-0.83639986689576,-0.192387930833444,0.557256355219749,3.36521818417353,TRUE,NA
"r",0.75,-1.43589822685415,-0.851503215058935,-0.205174934035706,0.557658985754153,3.43680371788291,TRUE,NA
"r",0.8,-1.45196056621656,-0.866282322020664,-0.217666989509436,0.55832600889566,3.50818948584794,TRUE,NA
"r",0.85,-1.46777808390626,-0.880747322005258,-0.229875385664401,0.559242745298908,3.57937250359553,TRUE,NA
"r",0.9,-1.48335780949985,-0.894907959892562,-0.24181090637972,0.560394594990376,3.65035039100419,TRUE,NA
"r",0.95,-1.49870654995264,-0.908773612682499,-0.253483858381806,0.561767046210594,3.72112132287096,TRUE,NA
"r",1,-1.51383089801448,-0.922353311305725,-0.264904098890346,0.563345701720364,3.79168398778333,TRUE,NA
"r",1.05,-1.52873724134016,-0.935655761998415,-0.276081062661723,0.565116319601619,3.8620375530603,TRUE,NA
"r",1.1,-1.54343177169304,-0.948689366653389,-0.287023787777072,0.567064865117321,3.9321816338715,TRUE,NA
"r",1.15,-1.55792049380026,-0.961462241737468,-0.297740939722709,0.569177569969156,4.00211626500281,TRUE,NA
"r",1.2,-1.57220923355883,-0.973982235521521,-0.30824083348683,0.571440995296162,4.07184187408762,TRUE,NA
"r",1.25,-1.58630364541318,-0.986256943502577,-0.318531453544803,0.573842094966389,4.14135925545112,TRUE,NA
"r",1.3,-1.60020921882448,-0.998293722006923,-0.328620471728907,0.576368276091021,4.21066954401088,TRUE,NA
"r",1.35,-1.61393128382965,-1.01009970004569,-0.338515263069766,0.579007454187001,4.27977418892403,TRUE,NA
"r",1.4,-1.62747501574849,-1.02168178955931,-0.348222919769072,0.581748100988829,4.34867492688553,TRUE,NA
"r",1.45,-1.64084543913408,-1.03304669422277,-0.357750263502717,0.584579283506286,4.41737375512712,TRUE,NA
"r",1.5,-1.65404743108908,-1.0442009170106,-0.367103856280062,0.587490693510011,4.48587290429239,TRUE,NA
"r",1.55,-1.66708572407888,-1.05515076672488,-0.376290010094144,0.590472667160457,4.55417481142759,TRUE,NA
"r",1.6,-1.67996490837206,-1.0659023636835,-0.385314795583773,0.593516194956225,4.62228209336154,TRUE,NA
"r",1.65,-1.69268943423526,-1.07646164475828,-0.394184049923141,0.59661292255711,4.69019752077167,TRUE,NA
"r",1.7,-1.70526361398578,-1.08683436791996,-0.402903384112879,0.59975514330799,4.75792399318384,TRUE,NA
"r",1.75,-1.71769162400902,-1.09702611644898,-0.411478189859146,0.60293578350149,4.82546451519075,TRUE,NA
"r",1.8,-1.72997750679521,-1.10704230290437,-0.419913646126679,0.606148381490602,4.89282217401738,TRUE,NA
"r",1.85,-1.74212517308057,-1.11688817297849,-0.428214725543811,0.609387061849335,4.960000118681,TRUE,NA
"r",1.9,-1.75413840411056,-1.12656880928146,-0.43638620065038,0.612646505706247,5.02700154077553,TRUE,NA
"r",1.95,-1.76602085404033,-1.13608913509421,-0.444432650299708,0.615921918319423,5.09382965690535,TRUE,NA
"r",2,NA,NA,NA,NA,NA,FALSE,"S1: |a_{i,1}|≈0 detected. Use the cubic (Remark 1) branch for p_i(x)."
"r",2.05,-1.78940740788534,-1.15466777510186,-0.460167854578565,0.622503886242044,5.22697887139491,TRUE,NA
"r",2.1,-1.80091820870116,-1.16373517356133,-0.46786485279881,0.625803161641212,5.29330639443138,TRUE,NA
"r",2.15,-1.81231162879185,-1.17266043863389,-0.475453325232303,0.629103776871677,5.35947343985418,TRUE,NA
"r",2.2,-1.82359072896051,-1.18144775501799,-0.482936973727933,0.632403038602382,5.42548314675073,TRUE,NA
"r",2.25,-1.83475846085328,-1.19010117173793,-0.490319343647986,0.635698572804228,5.4913386096727,TRUE,NA
"r",2.3,-1.84581767025806,-1.19862460607893,-0.497603829695159,0.638988294010469,5.55704287183689,TRUE,NA
"r",2.35,-1.85677110053986,-1.20702184761427,-0.504793681967724,0.642270376522446,5.6225989198,TRUE,NA
"r",2.4,-1.86762139612116,-1.21529656222378,-0.511892011943017,0.645543227596894,5.68800967924954,TRUE,NA
"r",2.45,-1.87837110596361,-1.22345229606058,-0.518901798329643,0.648805462643841,5.75327801171897,TRUE,NA
"r",2.5,-1.88902268704577,-1.23149247946911,-0.525825892806495,0.65205588245574,5.81840671217361,TRUE,NA
"r",2.55,-1.89957850781539,-1.23942043083726,-0.532667025625575,0.655293452426611,5.88339850735413,TRUE,NA
"r",2.6,-1.91004085159367,-1.24723936036285,-0.539427811053452,0.658517283686235,5.94825605475668,TRUE,NA
"r",2.65,-1.92041191992294,-1.25495237373164,-0.546110752649998,0.661726616063989,6.01298194218211,TRUE,NA
"r",2.7,-1.93069383584287,-1.26256247569547,-0.55271824837069,0.664920802773229,6.07757868776167,TRUE,NA
"r",2.75,-1.94088864708593,-1.2700725735451,-0.559252595491512,0.668099296700439,6.14204874038704,TRUE,NA
"r",2.8,-1.95099832918376,-1.27748548047341,-0.565715995340493,0.671261638178096,6.20639448047781,TRUE,NA
"r",2.85,-1.96102478847719,-1.28480391882481,-0.572110557844665,0.674407444117338,6.270618221022,TRUE,NA
"r",2.9,-1.9709698650263,-1.29203052323099,-0.578438305882939,0.677536398381596,6.3347222088418,TRUE,NA
"r",2.95,-1.98083533541737,-1.29916784363304,-0.584701179451634,0.680648243284366,6.39870862603803,TRUE,NA
"r",3,-1.99062291546358,-1.30621834818966,-0.590901039640477,0.68374277209877,6.46257959156871,TRUE,NA
"r",3.05,-2.00033426279998,-1.31318442607471,-0.597039672424045,0.686819822475661,6.52633716293154,TRUE,NA
"r",3.1,-2.00997097937174,-1.32006839016582,-0.603118792271959,0.689879270671793,6.58998333791659,TRUE,NA
"r",3.15,-2.01953461381787,-1.3268724796286,-0.609140045584265,0.692921026499655,6.65352005640851,TRUE,NA
"r",3.2,-2.02902666375055,-1.33359886239834,-0.615105013954698,0.695945028914719,6.7169492022107,TRUE,NA
"r",3.25,-2.03844857793369,-1.34024963756514,-0.621015217270398,0.698951242167401,6.7802726048799,TRUE,NA
"r",3.3,-2.04780175836249,-1.34682683766541,-0.626872116653649,0.70193965245089,6.84349204155249,TRUE,NA
"r",3.35,-2.057087562247,-1.35333243088445,-0.632677117250683,0.7049102649844,6.90660923875131,TRUE,NA
"r",3.4,-2.06630730390335,-1.35976832317454,-0.638431570876476,0.707863101477966,6.96962587416435,TRUE,NA
"r",3.45,-2.07546225655541,-1.36613636029259,-0.644136778520506,0.71079819792998,7.03254357838609,TRUE,NA
"r",3.5,-2.08455365405099,-1.37243832976188,-0.649793992720691,0.713715602715223,7.09536393661734,TRUE,NA
"r",3.55,-2.0935826924954,-1.37867596276121,-0.655404419811986,0.716615374924797,7.15808849031629,TRUE,NA
"r",3.6,-2.10255053180699,-1.38485093594656,-0.660969222056368,0.719497582925984,7.22071873880186,TRUE,NA
"r",3.65,-2.11145829719704,-1.39096487320748,-0.666489519659832,0.722362303111451,7.28325614080221,TRUE,NA
"r",3.7,-2.12030708057836,-1.39701934736271,-0.671966392682724,0.72520961881333,7.34570211595071,TRUE,NA
"r",3.75,-2.12909794190573,-1.40301588179786,-0.677400882849264,0.728039619359584,7.4080580462272,TRUE,NA
"r",3.8,-2.1378319104515,-1.40895595204822,-0.682793995261981,0.730852399253315,7.47032527734469,TRUE,NA
"r",3.85,-2.14650998601958,-1.41484098732931,-0.688146700025861,0.733648057458228,7.53250512008177,TRUE,NA
"r",3.9,-2.15513314010115,-1.42067237201823,-0.693459933787735,0.736426696775922,7.59459885156225,TRUE,NA
"r",3.95,-2.16370231697482,-1.42645144708762,-0.698734601195742,0.739188423302212,7.65660771648221,TRUE,NA
"r",4,-2.17221843475419,-1.43217951149459,-0.703971576282943,0.741933345951632,7.71853292828592,TRUE,NA
"r",4.05,-2.18068238638577,-1.43785782352694,-0.709171703780226,0.744661576041166,7.78037567029313,TRUE,NA
"r",4.1,-2.18909504059956,-1.44348760210784,-0.714335800361665,0.74737322692459,7.84213709677757,TRUE,NA
"r",4.15,-2.19745724281508,-1.44907002806134,-0.719464655827082,0.75006841367115,7.90381833400047,TRUE,NA
"r",4.2,-2.20576981600491,-1.4546062453395,-0.72455903422462,0.752747252781952,7.96542048119833,TRUE,NA
"r",4.25,-2.21403356151829,-1.46009736221313,-0.729619674917526,0.755409861939733,8.02694461152937,TRUE,NA
"r",4.3,-2.22224925986671,-1.46554445242705,-0.734647293597675,0.758056359786973,8.08839177297816,TRUE,NA
"r",4.35,-2.23041767147359,-1.47094855632105,-0.73964258324932,0.760686865729071,8.14976298922165,TRUE,NA
"r",4.4,-2.23853953738986,-1.47631068191782,-0.744606215065798,0.763301499759142,8.21105926045759,TRUE,NA
"r",4.45,-2.24661557997743,-1.48163180597856,-0.749538839321648,0.765900382301765,8.27228156419731,TRUE,NA
"r",4.5,-2.25464650356196,-1.48691287502727,-0.754441086202916,0.768483634073243,8.33343085602417,TRUE,NA
"r",4.55,-2.26263299505685,-1.49215480634475,-0.759313566597905,0.771051375956543,8.39450807031993,TRUE,NA
"r",4.6,-2.27057572455969,-1.49735848893277,-0.764156872850434,0.773603728888884,8.45551412095977,TRUE,NA
"r",4.65,-2.27847534592276,-1.50252478444938,-0.768971579477886,0.776140813760715,8.51644990197786,TRUE,NA
"r",4.7,-2.28633249729888,-1.50765452811603,-0.773758243855797,0.778662751324674,8.57731628820493,TRUE,NA
"r",4.75,-2.29414780166382,-1.51274852959713,-0.778517406870926,0.781169662113415,8.63811413587895,TRUE,NA
"r",4.8,-2.30192186731663,-1.51780757385273,-0.783249593544477,0.783661666365422,8.69884428323048,TRUE,NA
"r",4.85,-2.30965528835876,-1.5228324219649,-0.787955313626998,0.786138883957814,8.75950755104358,TRUE,NA
"r",4.9,-2.3173486451533,-1.52782381193851,-0.792635062166582,0.788601434345582,8.82010474319383,TRUE,NA
"r",4.95,-2.32500250476515,-1.53278245947688,-0.797289320051677,0.791049436506481,8.88063664716422,TRUE,NA
"r",5,-2.33261742138317,-1.53770905873302,-0.8019185545299,0.793483008891136,8.94110403454026,TRUE,NA
"r",5.05,-2.34019393672516,-1.54260428303689,-0.806523219704052,0.795902269377782,9.00150766148518,TRUE,NA
"r",5.1,-2.3477325804265,-1.54746878559936,-0.811103757006519,0.798307335231248,9.06184826919607,TRUE,NA
"r",5.15,-2.35523387041331,-1.55230320019335,-0.815660595653152,0.800698323065808,9.12212658434206,TRUE,NA
"r",5.2,-2.36269831326081,-1.55710814181279,-0.820194153077778,0.803075348811572,9.18234331948547,TRUE,NA
"r",5.25,-2.37012640453759,-1.56188420730981,-0.824704835348025,0.80543852768405,9.2424991734863,TRUE,NA
"r",5.3,-2.37751862913654,-1.56663197601085,-0.829193037563718,0.807787974156702,9.30259483189131,TRUE,NA
"r",5.35,-2.38487546159298,-1.57135201031224,-0.833659144238548,0.810123801936225,9.36263096730834,TRUE,NA
"r",5.4,-2.39219736639062,-1.57604485625553,-0.838103529665756,0.812446123940261,9.42260823976623,TRUE,NA
"r",5.45,-2.39948479825596,-1.58071104408352,-0.842526558268801,0.814755052277481,9.48252729706145,TRUE,NA
"r",5.5,-2.40673820244157,-1.58535108877709,-0.846928584937537,0.817050698229735,9.54238877509168,TRUE,NA
"r",5.55,-2.41395801499888,-1.58996549057381,-0.851309955350758,0.819333172236216,9.60219329817733,TRUE,NA
"r",5.6,-2.42114466304082,-1.59455473546832,-0.855671006285619,0.821602583879372,9.66194147937105,TRUE,NA
"r",5.65,-2.42829856499491,-1.59911929569558,-0.860012065914662,0.823859041872582,9.72163392075635,TRUE,NA
"r",5.7,-2.4354201308471,-1.60365963019695,-0.864333454090925,0.826102654049299,9.78127121373528,TRUE,NA
"r",5.75,-2.44250976237682,-1.60817618507009,-0.86863548262176,0.828333527353713,9.84085393930607,TRUE,NA
"r",5.8,-2.44956785338372,-1.61266939400279,-0.872918455531848,0.830551767832714,9.90038266833093,TRUE,NA
"r",5.85,-2.45659478990625,-1.61713967869146,-0.877182669315922,0.832757480629113,9.95985796179456,TRUE,NA
